wavelength (nm),intensity ((uW/cm^2)/nm)
684.927,0.003543127
685.189,0.002467024
685.451,0.004272098
685.713,0.002177514
685.976,0.001850573
686.238,0.004742597
686.500,0.008773245
686.762,0.007470602
687.024,0.009466076
687.286,0.010618067
687.548,0.009795647
687.810,0.004502475
688.072,0.009825955
688.333,0.010071001
688.595,0.010625028
688.857,0.008214842
689.119,0.00882898
689.381,0.009121961
689.642,0.008243356
689.904,0.004993746
690.166,0.010383332
690.427,0.009386938
690.689,0.009859624
690.951,0.01250435
691.212,0.016544696
691.474,0.016676418
691.735,0.018385834
691.997,0.017394322
692.258,0.017637996
692.520,0.016883763
692.781,0.015455769
693.042,0.016745396
693.304,0.019629233
693.565,0.013442436
693.826,0.014417846
694.088,0.013596695
694.349,0.011456786
694.610,0.013065321
694.871,0.01313389
695.132,0.010455673
695.393,0.008889756
695.654,0.01004102
695.915,0.009643055
696.177,0.009341013
696.438,0.007321024
696.698,0.005915874
696.959,0.007434719
697.220,0.007377131
697.481,0.008126601
697.742,0.007742954
698.003,0.007291835
698.264,0.006293001
698.524,0.008585703
698.785,0.0112834
699.046,0.01328214
699.307,0.013007489
699.567,0.014201171
699.828,0.014573269
700.088,0.0157626
700.349,0.014164619
700.609,0.012416768
700.870,0.009665557
701.130,0.011136622
701.391,0.008777442
701.651,0.007133331
701.912,0.008406759
702.172,0.011851573
702.432,0.010272788
702.693,0.009420547
702.953,0.007749738
703.213,0.008989991
703.473,0.007546624
703.734,0.009622183
703.994,0.013370297
704.254,0.018450661
704.514,0.015416168
704.774,0.017614112
705.034,0.014755515
705.294,0.012457462
705.554,0.005637622
705.814,0.00581582
706.074,0.0078318
706.334,0.006088432
706.594,0.003233891
706.854,0.004471984
707.113,0.002973902
707.373,0.001028627
707.633,-0.002787187
707.893,-0.001679093
708.152,-0.001404397
708.412,-9.78057E-05
708.672,-0.000634359
708.931,0.004185
709.191,0.00548644
709.451,0.005615904
709.710,0.007772549
709.970,0.009108206
710.229,0.006192537
710.488,0.008287365
710.748,0.005908164
711.007,0.007575327
711.267,0.007787297
711.526,0.005920721
711.785,0.008002007
712.044,0.011225699
712.304,0.009016234
712.563,0.006713098
712.822,0.006323375
713.081,0.005989825
713.340,0.005136211
713.599,0.006738124
713.858,0.004591494
714.117,0.00936939
714.377,0.007183893
714.635,0.009162317
714.894,0.012632718
715.153,0.014719978
715.412,0.014512447
715.671,0.015338727
715.930,0.012873198
716.189,0.012714503
716.447,0.013578518
716.706,0.017330896
716.965,0.017374685
717.224,0.01803942
717.482,0.013756112
717.741,0.016391841
717.999,0.015499064
718.258,0.013478622
718.517,0.009870042
718.775,0.00795134
719.034,0.010131224
719.292,0.014547736
719.550,0.013166318
719.809,0.0126968
720.067,0.009294822
720.326,0.010076887
720.584,0.009648971
720.842,0.01251543
721.100,0.009263453
721.359,0.011876709
721.617,0.009919492
721.875,0.01250519
722.133,0.014402923
722.391,0.014394918
722.649,0.011109305
722.907,0.015254356
723.165,0.013381164
723.423,0.015858593
723.681,0.012061974
723.939,0.01426904
724.197,0.010974173
